Date,Outcomes,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,Detailed offence,Count
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,8
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,a Christian,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,a Christian,Other offences,Obstructs an officer executing his duty,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,10
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,a Christian,Violence,Commits any assault,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,a Christian,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,5
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,b Muslim,Other offences,Obstructs an officer executing his duty,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,4
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,9
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,i No religion,Violence,Assault on a prisoner,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,e White,i No religion,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,4
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,a Christian,Other offences, Endangers health/safety of any person,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,4
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,a Christian,Other offences,Denies access,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,12
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,a Christian,Violence,Assault on a prisoner,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,a Christian,Violence,Commits any assault,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,a Christian,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,4
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,b Muslim,Violence,Assault on a prisoner,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,b Muslim,Violence,Assault on staff,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,b Muslim,Violence,Commits any assault,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,e Buddhist,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,e Buddhist,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,e Buddhist,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,f Jewish,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,4
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Drug related offence,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,5
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,i No religion,Violence,Assault on staff,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,25 - 29,e White,i No religion,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,3
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,a Asian or Asian British,d Sikh,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,3
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,6
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Other offences, Endangers health/safety of any person,6
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,14
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,23
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Violence,Assault on a prisoner,3
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Violence,Assault on staff,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Violence,Commits any assault,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,3
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,10
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,b Muslim,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,6
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Takes improperly any article,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,5
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,f Jewish,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,f Jewish,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,f Jewish,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,f Jewish,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,f Jewish,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Is disrespectful,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,3
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,i No religion,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,30 - 39,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,a Asian or Asian British,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Attempts: Commits any assault,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,3
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,e White,a Christian,Other offences,Obstructs an officer executing his duty,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Attempts: Other Unauthorised Transactions,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,4
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,40 - 49,e White,e Buddhist,Disobedience/disrespect,Disobeys any lawful order,1
